Price_Date,Crop,Modal_Price,lower_Modal_Price,upper_Modal_Price
2011-07-31,Barley,1929.0855304168456,1653.4840803627237,2211.8893370063042
2011-08-07,Barley,2041.938766321967,1930.6268843942933,2269.227227000917
2011-08-15,Barley,2173.416886168622,2013.2748320906906,2290.364000587625
2011-08-22,Barley,2002.641969305362,1853.9444126634785,2149.681729535866
2011-08-30,Barley,2180.55063546964,1897.7418834903913,2523.7602220318927
2011-09-06,Barley,1722.8333114961224,1485.466377729734,1979.2573946007
2011-09-14,Barley,2102.888875531692,1768.55280393357,2216.5802984893367
2011-09-21,Barley,2024.0208819346437,1636.332482915352,2192.613369675446
2011-09-28,Barley,1983.405281581291,1843.9884644899025,2151.3227914593213
2011-10-06,Barley,2028.0666239573316,1869.7459099455568,2333.8664423809537
2011-10-13,Barley,1801.2788701925542,1711.1386443112988,1896.6684399787423
2011-10-21,Barley,1997.0998824624048,1896.2374024966236,2128.142162112233
2011-10-28,Barley,2061.987903572911,1821.3843415903518,2412.4998925384934
2011-11-04,Barley,2186.571903619539,2001.474464336239,2354.4606100389037
2011-11-12,Barley,1968.6390061147376,1853.896605014841,2259.824173771491
2011-11-19,Barley,1938.0594665918966,1797.4476485886364,2104.2042989595107
2011-11-27,Barley,1972.9939006824243,1651.597564958645,2101.0731849249782
2011-12-04,Barley,2129.8540869917224,1847.8222597874312,2314.0349840677463
2011-12-11,Barley,2066.491989208251,1693.229625877809,2393.700412981125
2011-12-19,Barley,1973.1895591391979,1860.9301761922989,2325.116737595099
2011-12-26,Barley,2088.7289819063935,1860.9033645862248,2453.281074873035
2012-01-03,Barley,2043.8777498428892,1705.199891298839,2267.8408241537177
2012-01-10,Barley,2140.4344597431023,1928.00726152478,2461.9550499839556
2012-01-17,Barley,1957.6102979466705,1747.5963697031414,2115.682717987507
2012-01-25,Barley,1999.398782690232,1706.9355415181685,2187.2866040795852
2012-02-01,Barley,1992.9012175044186,1628.2673335662616,2360.4925899831733
2012-02-09,Barley,1875.700156186699,1689.5106171289913,1973.1433204900063
2012-02-16,Barley,2069.4610160176157,1817.0822883172154,2199.477552489536
2012-02-23,Barley,2065.9727041450906,1892.1164707513324,2233.69443865714
2012-03-02,Barley,2038.1446914277662,1789.5410249120964,2148.1633965707506
2012-03-09,Barley,2012.0281992728205,1866.8145408491848,2167.3875909986623
2012-03-17,Barley,1882.4460561215901,1661.7970726969068,2141.2000019780253
2012-03-24,Barley,1991.8053816273514,1761.036195871378,2217.3050038817228
2012-04-01,Barley,2000.367724479175,1863.3386154292616,2368.2368626122307
2012-04-08,Barley,1949.8054500463475,1677.851323768266,2286.3741093161016
2012-04-15,Barley,2020.0842319151386,1656.6756930065576,2224.663419864876
2012-04-23,Barley,2081.979013570142,1674.5719500619268,2267.095085853488
2012-04-30,Barley,2244.526734369496,2049.860251267274,2484.5875352332555
2012-05-08,Barley,2056.1194716971722,1836.210159410377,2340.9829840843895
2012-05-15,Barley,2064.8038918271927,1869.9111102609638,2251.068913742819
2012-05-22,Barley,2027.8262197935212,1687.0391224224338,2319.067358841992
2012-05-30,Barley,1824.6243383416586,1497.0234776850048,2027.9089250070626
2012-06-06,Barley,2031.874680334926,1629.9326849536167,2301.7220177201843
2012-06-14,Barley,2040.6905023509103,1739.8685071055802,2276.2249173429122
2012-06-21,Barley,2303.915123595978,2047.0001409399542,2520.874497294247
2012-06-28,Barley,2011.3011540523037,1727.3790583287282,2398.009996383575
2012-07-06,Barley,2064.641746709703,1787.1977454400767,2404.359694142937
2012-07-13,Barley,2026.706519902594,1896.2348640956398,2170.637088925243
2012-07-21,Barley,1901.0621748692615,1620.1580342278232,2243.7670264724434
2012-07-28,Barley,2153.8891005244045,1889.172734192337,2419.064467325401
2012-08-04,Barley,2109.7481559495063,1935.7950995398403,2498.3275504105313
2012-08-12,Barley,2112.7813409669307,1815.8963014810681,2471.9082970512495
2012-08-19,Barley,1924.6344339622028,1719.3009697950354,2143.623238533397
2012-08-27,Barley,2177.2694488430006,2023.4552826011854,2293.4711820664547
2012-09-03,Barley,1867.6745451871948,1760.148960990103,2036.328552195261
2012-09-11,Barley,2084.6406957312242,1713.7018611261078,2358.2396394301554
2012-09-18,Barley,2259.2322370847323,2121.392284655081,2586.870011297311
2012-09-25,Barley,1908.0970757720672,1667.3285095823821,2077.3131403285784
2012-10-03,Barley,1952.9906397381571,1638.0448427574415,2091.4643379632976
2012-10-10,Barley,2024.377586406381,1758.9216892320767,2379.128574365121
2012-10-18,Barley,1956.2747222987625,1852.6017209480606,2342.9526238166213
2012-10-25,Barley,1839.3237372785593,1607.3716128769483,2076.3270887570307
2012-11-01,Barley,2015.2602955338261,1711.5862465228447,2167.920077560871
2012-11-09,Barley,1888.9959432825253,1690.6705012674174,2060.6038557148313
2012-11-16,Barley,2055.6588840828967,1718.575728473564,2164.112571931406
2012-11-24,Barley,1900.4762147899507,1542.007439428759,2256.1404957913082
2012-12-01,Barley,2169.5793317964517,1777.6056825789144,2316.37884574654
2012-12-08,Barley,1910.990050482495,1565.496189024094,2171.7971403036654
2012-12-16,Barley,1959.3518700238662,1612.1261200083395,2137.8650548965516
2012-12-23,Barley,2081.750830174696,1708.7512014268143,2358.887449203702
2012-12-31,Barley,1854.7266354097933,1662.078427200031,2128.693978949062
2013-01-07,Barley,2012.4769097117635,1664.8859482978667,2363.5761883448517
2013-01-14,Barley,2128.5750123755633,1813.2268211822886,2300.9112371582023
2013-01-22,Barley,1805.7834591290407,1687.537618845269,1899.0510449121277
2013-01-29,Barley,2000.0515930330694,1742.2334344731041,2141.120921057091
2013-02-06,Barley,2005.6448253173844,1805.3484188336986,2376.694726340028
2013-02-13,Barley,2060.265358663625,1701.4659861178145,2433.345444709094
2013-02-21,Barley,1835.7003690378294,1521.5080486486133,2091.9861053080313
2013-02-28,Barley,1823.7082972128678,1470.1465029574124,2079.1688492218727
2013-03-07,Barley,2023.2613705350068,1669.8790645144263,2326.255891101532
2013-03-15,Barley,1995.6377650596492,1679.9050222806613,2147.916285291795
2013-03-22,Barley,1987.5774099829598,1642.8352339681587,2359.5759595529594
2013-03-30,Barley,1995.1241766044343,1622.6452267272634,2220.2052652338816
2013-04-06,Barley,1879.3124677939654,1537.4568487285542,2081.2836431383903
2013-04-13,Barley,1976.462414055831,1717.77671867641,2229.128735830567
2013-04-21,Barley,1980.0261617291656,1645.3028534568818,2092.9765462544506
2013-04-28,Barley,1866.1877159515957,1594.9195637581736,2006.0444987701221
2013-05-06,Barley,2146.4607360492287,1879.2533997002345,2491.4077997832333
2013-05-13,Barley,1990.3025279835852,1798.3562082960411,2114.5368140955225
2013-05-20,Barley,1804.093967791572,1453.9135933855034,2057.5201285335115
2013-05-28,Barley,2003.8089511362584,1843.3270178538085,2177.7443100129826
2013-06-04,Barley,1821.2571377530887,1628.54092012621,2018.6711070062313
2013-06-12,Barley,2011.4480786929169,1633.8265701137364,2199.124351951278
2013-06-19,Barley,2048.8663314771097,1907.5699398062588,2260.618526119471
2013-06-26,Barley,1827.9831990021426,1714.887450691253,2116.542934050463
2013-07-04,Barley,2020.5333834413789,1634.9382152849898,2211.611704417748
2013-07-11,Barley,1956.5571966838277,1646.5048006095578,2220.6155177992205
2013-07-19,Barley,1998.0119264764073,1840.0295070061877,2240.5856799798817
2013-07-26,Barley,2112.55194916556,1927.1521794427504,2428.4855187226144
2013-08-03,Barley,1873.63884414165,1550.7699377273282,2230.6128748406272
2013-08-10,Barley,1814.205229911792,1508.3345795208268,2104.2709109143248
2013-08-17,Barley,1795.6825413389342,1536.3335761264884,1943.3613711955115
2013-08-25,Barley,1800.1542460426708,1570.9558131986698,1898.5821262926286
2013-09-01,Barley,1877.667863654987,1676.2658583320585,2045.4179720038321
2013-09-09,Barley,1919.9562817128372,1642.2097343254993,2187.3326374719736
2013-09-16,Barley,1909.193888549801,1659.815378832369,2019.380860299966
2013-09-23,Barley,1965.978185981064,1793.209282638716,2210.6538774183546
2013-10-01,Barley,1872.8169537149586,1508.5587016154786,2134.1244123239694
2013-10-08,Barley,2027.358485014294,1698.653815168475,2230.3712374818024
2013-10-16,Barley,1834.8522060604982,1664.2154240512907,2138.77131002182
2013-10-23,Barley,2159.036091506713,2017.1464539949086,2301.510317453156
2013-10-30,Barley,1925.165780220703,1687.8922094873533,2043.121972161659
2013-11-07,Barley,1758.4895804481798,1547.1490672767975,2038.4909105281224
2013-11-14,Barley,1731.235981773396,1412.8197917592836,1946.4696401529304
2013-11-22,Barley,1898.1205129475027,1645.882799040101,2189.0271450681334
2013-11-29,Barley,1816.780576433402,1598.5717668020027,2026.1174846866995
2013-12-06,Barley,1915.9907168311872,1602.4782585753785,2082.6058539169153
2013-12-14,Barley,1885.7520037954691,1584.7604973770497,2211.7331795153877
2013-12-21,Barley,1821.970060366905,1560.686115707605,2131.5453329747565
2013-12-29,Barley,1733.1503507054617,1391.7382410845012,2000.4098830550142
2014-01-05,Barley,1655.9684002265506,1404.777658267802,1806.3663823670986
2014-01-12,Barley,1769.5589246693996,1471.772595918164,2014.7040625286343
2014-01-20,Barley,1908.9261725912693,1620.9161781270298,2107.733359144495
2014-01-27,Barley,1834.5857893895873,1500.62571728306,1951.5173544022484
2014-02-04,Barley,1670.43378898721,1559.4820601541908,1983.8022171688904
2014-02-11,Barley,1822.5663244981827,1620.3323020471253,1951.0987951146185
2014-02-19,Barley,1842.123819882878,1661.3476396413676,2196.798240479388
2014-02-26,Barley,1698.9462641850957,1560.270940493216,1897.5545536601364
2014-03-05,Barley,1809.214270761281,1582.6397275268375,1949.9167548257446
2014-03-13,Barley,1795.006346336198,1459.408447380303,2030.6640095974708
2014-03-20,Barley,1659.3380357692015,1461.1566257303577,1959.581771853071
2014-03-28,Barley,1820.5356951439942,1616.6833365254781,2111.518711288398
2014-04-04,Barley,1839.170425461834,1676.9848756032131,2153.639458155925
2014-04-11,Barley,1892.8998230237517,1636.8831002187023,2174.5964519135955
2014-04-19,Barley,1886.0555180456886,1544.937944548778,2176.2090991263644
2014-04-26,Barley,1615.3092981968055,1361.0053174435795,1901.8318079009089
2014-05-04,Barley,1660.0440892744293,1418.4451644280546,1805.2152790962919
2014-05-11,Barley,1816.0974059843843,1628.835218756944,2040.22878731805
2014-05-18,Barley,1812.4175895825779,1605.1073675361713,1963.1770515620453
2014-05-26,Barley,1809.0386880395872,1543.8598635066846,2167.500068052306
2014-06-02,Barley,2172.244838088292,2059.2387690035243,2588.4662841152
2014-06-10,Barley,1808.2186583825098,1610.8809263769206,1909.3234356951941
2014-06-17,Barley,1866.8217697184364,1559.8864366507316,2157.7403220381275
2014-06-24,Barley,1843.468384698122,1502.919623317315,2191.491707105665
2014-07-02,Barley,1806.8469347309547,1486.9065078468873,1946.1300827921987
2014-07-09,Barley,1697.3010283234057,1420.4604684553917,1926.762183316829
2014-07-17,Barley,1812.013298832785,1493.2841568493825,2151.445509297722
2014-07-24,Barley,1640.445747586386,1358.2645602558307,1730.8210153985153
2014-08-01,Barley,1696.0942087968626,1429.40760672413,1958.3324906929447
2014-08-08,Barley,1665.583637231428,1375.7821433027814,1823.1517652770085
2014-08-15,Barley,1724.7371865023424,1611.7924505152878,2050.125119811538
2014-08-23,Barley,1966.9159820975833,1597.2047411748822,2351.7602784969718
2014-08-30,Barley,1504.3770200433498,1321.8610482177544,1792.6757920984069
2014-09-07,Barley,1781.874539388165,1535.1909800693172,1997.716802189249
2014-09-14,Barley,1526.2895527128428,1445.9407751396889,1799.9630341781658
2014-09-21,Barley,1648.6594292024167,1346.6346422364604,1939.9485500608487
2014-09-29,Barley,1817.2274944464084,1562.231115567932,1995.0705921890044
2014-10-06,Barley,1701.7762938981366,1608.8943052659858,1998.459414126287
2014-10-14,Barley,1573.4775692497892,1463.0604626928362,1660.8860501796512
2014-10-21,Barley,1610.514930687024,1485.7979600062965,1835.0859085235174
2014-10-28,Barley,1761.032052882022,1476.9519140488717,1909.841595762589
2014-11-05,Barley,1603.4387767690148,1323.8521890286722,1712.608958584901
2014-11-12,Barley,1704.825684907169,1534.8485682306655,1809.745738353525
2014-11-20,Barley,1683.4646278105251,1581.4574427933267,1943.4644879409022
2014-11-27,Barley,1604.3340820637047,1417.4523183845592,1766.3417343688811
2014-12-04,Barley,1908.986002598707,1690.8688955448417,2211.9707460282016
2014-12-12,Barley,1740.6559358172929,1465.6268393465123,1844.7531679914039
2014-12-19,Barley,1446.1399060657645,1323.8310905712801,1586.839992299123
2014-12-27,Barley,1686.7976539621363,1396.7638666079763,1907.6394336070011
2015-01-03,Barley,1591.3393073131508,1350.3339696281973,1859.652600690503
2015-01-11,Barley,1755.4910686627898,1516.4203351714555,1927.2006978976028
2015-01-18,Barley,1572.614671425628,1377.8330664735663,1798.8882991924527
2015-01-25,Barley,1644.9858253611808,1375.8027463518054,1945.8482422443315
2015-02-02,Barley,1711.0367873510527,1398.3029346315466,1954.6533123618894
2015-02-09,Barley,1748.69676836021,1559.1258089252165,1897.2379288773063
2015-02-17,Barley,1519.7923006350575,1281.6326143894328,1601.344533657676
2015-02-24,Barley,1613.0585027345803,1431.0824904646747,1904.239485886161
2015-03-03,Barley,1595.8348953674113,1313.6185274306645,1680.718010341625
2015-03-11,Barley,1574.5051778160855,1373.2377794966737,1859.8137836097392
2015-03-18,Barley,1838.5782884473583,1617.7437358597633,2076.3810524561263
2015-03-26,Barley,1687.5036880634018,1363.1208118781717,2009.5809031538304
2015-04-02,Barley,1502.9408761107907,1278.2371502043443,1758.1665163457728
2015-04-09,Barley,1740.8342295934265,1427.7664342610076,2088.4616198473936
2015-04-17,Barley,1871.7338497327246,1515.1802414051335,2063.786418691688
2015-04-24,Barley,1750.6686161563005,1660.4987394382215,2039.6659159812716
2015-05-02,Barley,1469.0299661980334,1246.2560916564803,1631.0487479729347
2015-05-09,Barley,1581.5437599888312,1457.3627894234367,1774.462591917635
2015-05-16,Barley,1772.789836730349,1485.9455241018136,2028.2946247198108
2015-05-24,Barley,1554.7736661650258,1402.7563058220521,1836.2678749534732
2015-05-31,Barley,1680.2740092498161,1535.8278745118905,2012.317191146502
2015-06-08,Barley,1715.6789443651405,1525.8318823484697,1999.1794695358294
2015-06-15,Barley,1527.863898258641,1330.3667536715423,1700.0007108263458
2015-06-23,Barley,1622.3603508885246,1398.111436208752,1806.0173025424854
2015-06-30,Barley,1272.0636622921022,1084.2183265531087,1476.4045919768575
2015-07-07,Barley,1514.9613153625717,1423.199156545687,1644.9701019554502
2015-07-15,Barley,1599.1667219577882,1478.578214898194,1705.6250368593066
2015-07-22,Barley,1489.3062094695442,1407.0280531297626,1642.9926671515059
2015-07-30,Barley,1805.291966540567,1477.8924900857164,1973.3391014841445
2015-08-06,Barley,1468.4441454524074,1335.741026121582,1607.1331414350684
2015-08-13,Barley,1576.9157346326185,1483.4851623266127,1711.0184821186608
2015-08-21,Barley,1639.3911247187516,1356.0796818016338,1731.7117611798324
2015-08-28,Barley,1783.2115710440305,1444.3557938451756,1877.1531006817386
2015-09-05,Barley,1467.0225376575056,1336.7041344707866,1757.7253155441342
2015-09-12,Barley,1752.5490111150284,1553.0580518543668,1952.6304690473344
2015-09-19,Barley,1625.9361234507005,1506.062871444299,1800.9665164464782
2015-09-27,Barley,1517.1050502422713,1245.4914469634334,1747.6247514979489
2015-10-04,Barley,1675.908938747122,1540.6464904936054,1814.5704319228842
2015-10-12,Barley,1647.2824486919,1367.6465307772353,1964.3747289154626
2015-10-19,Barley,1559.8151606395495,1286.1430816332424,1821.7888499183325
2015-10-26,Barley,1633.8461769900691,1347.3346984860218,1737.451059485883
2015-11-03,Barley,1584.336234414572,1461.0530242667612,1762.791299215952
2015-11-10,Barley,1639.7053482149934,1475.3733946309908,1937.914864219252
2015-11-18,Barley,1700.6167136944416,1493.9234415132603,2026.6416094398319
2015-11-25,Barley,1802.8305572978659,1539.3010300884682,2019.3689442140294
2015-12-02,Barley,1493.3708684167423,1391.19455474485,1705.4470166879266
2015-12-10,Barley,1864.5677210406886,1601.4152487696397,2004.5130227229233
2015-12-17,Barley,1416.6806157959795,1306.8735821521702,1698.1400535307866
2015-12-25,Barley,1615.4729742048344,1398.7899658876322,1752.3855287860272
2016-01-01,Barley,1697.8577290487706,1454.2858851771603,2022.8442798714864
2016-01-09,Barley,1665.237986656677,1447.7611825386214,1910.7723276604572
2016-01-16,Barley,1567.1698060681838,1324.582390545606,1788.3923096172132
2016-01-23,Barley,1614.0059270027084,1472.2016372052603,1818.8285676758694
2016-01-31,Barley,1584.0670753825868,1386.7050830164176,1718.0798972557366
2016-02-07,Barley,1574.910649305569,1314.7856564180556,1695.3585633968119
2016-02-15,Barley,1734.5054208838224,1621.6518827821562,1878.595870657365
2016-02-22,Barley,1681.9589116319394,1442.420518438443,1813.0940816859415
2016-02-29,Barley,1568.2500860826153,1382.4640920509619,1830.0501030537057
2016-03-08,Barley,1744.9243695126322,1633.1982871159453,1923.8119025535566
2016-03-15,Barley,1681.6320896959303,1502.7664685872112,1780.3042093401634
2016-03-23,Barley,1739.0264827043698,1421.7145044487106,2078.7720775805874
2016-03-30,Barley,1720.8143464608795,1619.242967405533,2034.9797782906267
2016-04-06,Barley,1562.5485219832628,1397.1624611711707,1858.1246419134177
2016-04-14,Barley,1594.136844393547,1355.392282472707,1911.7465691416307
2016-04-21,Barley,1739.9057531586118,1428.2726445990922,1872.2852425011329
2016-04-29,Barley,1727.0514073758466,1587.3394739938478,1916.0535282057315
2016-05-06,Barley,1659.9512832481316,1482.3546116351165,1931.744687023505
2016-05-13,Barley,1677.4587286436058,1476.1958276839991,1936.4635442363237
2016-05-21,Barley,1807.3261492903969,1688.1942354330274,1939.4134711244315
2016-05-28,Barley,1604.411455553106,1473.314324368365,1880.9718300639568
2016-06-05,Barley,1732.0267920139277,1425.0271769170345,1876.9386941600276
2016-06-12,Barley,1652.283311424893,1399.0846247031309,1790.3689934622896
2016-06-20,Barley,1653.2223025368148,1384.1990102113714,1869.0441314365394
2016-06-27,Barley,1800.5588387494993,1641.3749318965974,2050.7302667659915
2016-07-04,Barley,1773.290044997545,1427.551445903259,2016.2537118872972
2016-07-12,Barley,1774.8068438800367,1571.5620920489669,1887.90290584481
2016-07-19,Barley,1831.7424418725905,1674.8881437249152,2164.4219094405503
2016-07-27,Barley,1693.5668248791492,1577.5826392453805,1845.716879245315
2016-08-03,Barley,1769.1854660027238,1506.1292815041259,1892.0151267574636
2016-08-10,Barley,1663.2351421399233,1535.4797151923794,1968.1264550890387
2016-08-18,Barley,1736.0554740765326,1417.6538041433785,2071.71785000204
2016-08-25,Barley,1689.3164583367482,1565.9420348129954,1992.243237208561
2016-09-02,Barley,1717.5008187596939,1406.844937298419,2011.9275378685454
2016-09-09,Barley,1775.5158900298923,1526.221196618442,2038.800566797273
2016-09-16,Barley,1623.5719385381187,1493.0275082214202,1838.9040208237082
2016-09-24,Barley,1946.7392924734281,1601.1689559457009,2069.477338613774
2016-10-01,Barley,1609.7734586180868,1343.1751886039701,1788.8897027722646
2016-10-09,Barley,1590.3967682000973,1444.6176371495606,1758.824998560353
2016-10-16,Barley,1854.5759778390911,1683.965151847994,2019.5647458582523
2016-10-23,Barley,1817.9097314079931,1629.1600632901018,2106.072087664006
2016-10-31,Barley,1803.144834531008,1630.2093005855584,2027.422441799041
2016-11-07,Barley,1807.2989425040312,1592.9689508832048,1919.6351006748098
2016-11-15,Barley,1740.6561234112464,1458.2692347923337,1885.178415393744
2016-11-22,Barley,1647.2059826749528,1403.1796624429248,1898.386470290977
2016-11-30,Barley,1757.9384861940628,1454.2364312607797,1865.9104156865208
2016-12-07,Barley,1679.0833565236965,1572.0713178829428,1977.4246287004587
2016-12-14,Barley,1864.5253855505666,1654.7826300999538,2096.233645205808
2016-12-22,Barley,1745.1907243984338,1501.0869056784284,1958.257546171484
2016-12-29,Barley,1674.6481547884114,1455.7730988168566,1907.1917530471844
2017-01-06,Barley,1734.0670407093469,1633.6515551825664,2035.2782050614865
2017-01-13,Barley,1818.8161050882338,1496.8905843293978,2004.647058667219
2017-01-20,Barley,1715.6249715751103,1523.362558093633,1975.8894365231072
2017-01-28,Barley,1691.3713666386989,1481.443937236739,1919.469361734847
2017-02-04,Barley,1812.6596296181388,1616.3814648842226,1975.897315894477
2017-02-12,Barley,1817.0156622164832,1458.5485029203996,2147.339112302364
2017-02-19,Barley,1738.65487587553,1618.3722736984305,2033.554915761843
2017-02-26,Barley,1746.8798281659135,1641.7486563030225,2006.7592537417552
2017-03-06,Barley,1828.4361320121857,1617.7453954507864,2153.143093618592
2017-03-13,Barley,1648.1872134335304,1490.7814177680984,1945.0160559512562
2017-03-21,Barley,1657.0188768011267,1554.9049347081218,1915.9354442477606
2017-03-28,Barley,1737.1146763117913,1573.97493274751,2042.068630672748
2017-04-04,Barley,1797.0187534688896,1478.7323308880802,2074.8750856366933
2017-04-12,Barley,1859.0744637447751,1647.9640171167412,2141.6930380116996
2017-04-19,Barley,1991.478343300258,1774.4216559540866,2275.844934860471
2017-04-27,Barley,1928.1078400531544,1665.1517229242943,2242.211060166245
2017-05-04,Barley,1820.8231330001554,1657.7987114586413,1955.1830663595965
2017-05-12,Barley,1840.8403786109263,1730.6753822730843,2176.11376682213
